0,1,2,3,4,5,6,LABEL
20036,2003,200,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
8091,809,805-80999,800-82999,800-99999,001-99999,,DISEASES AND INJURIES
73303,7330,733,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
9251,925,925-92999,800-99999,001-99999,,,DISEASES AND INJURIES
29621,2962,296,295-29999,290-29999,290-31999,001-99999,DISEASES AND INJURIES
3810,381,38,35-3999,00-9999,,,PROCEDURES
9086,908,905-90999,800-99999,001-99999,,,DISEASES AND INJURIES
29285,2928,292,290-29499,290-29999,290-31999,001-99999,DISEASES AND INJURIES
8395,839,83,76-8499,00-9999,,,PROCEDURES
37432,3743,374,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
V5970,V597,V59,V50-V5999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V5972,V597,V59,V50-V5999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
66100,6610,661,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
8910,891,890-89799,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
65911,6591,659,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
22809,2280,228,210-22999,140-23999,001-99999,,DISEASES AND INJURIES
9239,923,92,87-9999,00-9999,,,PROCEDURES
29411,2941,294,290-29499,290-29999,290-31999,001-99999,DISEASES AND INJURIES
1481,148,14,08-1699,00-9999,,,PROCEDURES
65941,6594,659,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
1132,113,11,08-1699,00-9999,,,PROCEDURES
8016,801,80,76-8499,00-9999,,,PROCEDURES
83659,8365,836,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
71681,7168,716,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
2342,234,23,21-2999,00-9999,,,PROCEDURES
9089,908,905-90999,800-99999,001-99999,,,DISEASES AND INJURIES
E8908,E890,E890-E8999,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
0214,021,02,01-0599,00-9999,,,PROCEDURES
E8832,E883,E880-E8889,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
7732,773,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
75262,7526,752,740-75999,001-99999,,,DISEASES AND INJURIES
7092,709,70,65-7199,00-9999,,,PROCEDURES
9141,914,910-91999,800-99999,001-99999,,,DISEASES AND INJURIES
66130,6613,661,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
E8729,E872,E870-E8769,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
5823,582,58,55-5999,00-9999,,,PROCEDURES
76413,7641,764,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
4554,455,451-45999,390-45999,001-99999,,,DISEASES AND INJURIES
1174,117,110-11899,001-13999,001-99999,,,DISEASES AND INJURIES
0049,004,00-0099,00-9999,,,,PROCEDURES
37954,3795,379,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
66624,6662,666,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
66622,6662,666,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
80716,8071,807,805-80999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
736,73,72-7599,00-9999,,,,PROCEDURES
36069,3606,360,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
28311,2831,283,280-28999,001-99999,,,DISEASES AND INJURIES
8602,860,860-86999,800-99999,001-99999,,,DISEASES AND INJURIES
5201,520,520-52999,520-57999,001-99999,,,DISEASES AND INJURIES
V7182,V718,V71,V70-V8299,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
1366,136,13,08-1699,00-9999,,,PROCEDURES
1031,103,100-10499,001-13999,001-99999,,,DISEASES AND INJURIES
V1580,V158,V15,V10-V1999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
7803,780,78,76-8499,00-9999,,,PROCEDURES
9931,993,99,87-9999,00-9999,,,PROCEDURES
01691,0169,016,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
94159,9415,941,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
2910,291,290-29499,290-29999,290-31999,001-99999,,DISEASES AND INJURIES
V811,V81,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
T043,T039,T038,T070,T067,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
36223,3622,362,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
496,490-49699,460-51999,001-99999,,,,DISEASES AND INJURIES
71993,7199,719,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
0093,009,00-0099,00-9999,,,,PROCEDURES
3755,375,37,35-3999,00-9999,,,PROCEDURES
0956,095,090-09999,001-13999,001-99999,,,DISEASES AND INJURIES
1728,172,170-17699,140-23999,001-99999,,,DISEASES AND INJURIES
09482,0948,094,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
00862,0086,008,001-00999,001-13999,001-99999,,DISEASES AND INJURIES
00864,0086,008,001-00999,001-13999,001-99999,,DISEASES AND INJURIES
9405,940,940-94999,800-99999,001-99999,,,DISEASES AND INJURIES
20068,2006,200,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
94401,9440,944,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
30780,3078,307,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
64790,6479,647,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
20066,2006,200,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
1603,160,160-16599,140-23999,001-99999,,,DISEASES AND INJURIES
3379,337,33,30-3499,00-9999,,,PROCEDURES
66023,6602,660,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
9451,945,94,87-9999,00-9999,,,PROCEDURES
9816,981,98,87-9999,00-9999,,,PROCEDURES
V503,V50,V50-V5999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
94431,9443,944,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
2932,293,29,21-2999,00-9999,,,PROCEDURES
5122,512,510-51999,460-51999,001-99999,,,DISEASES AND INJURIES
80115,8011,801,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
20712,2071,207,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
0959,095,090-09999,001-13999,001-99999,,,DISEASES AND INJURIES
53100,5310,531,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
0922,092,09,08-1699,00-9999,,,PROCEDURES
67153,6715,671,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
7806,780,78,76-8499,00-9999,,,PROCEDURES
27403,2740,274,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
86410,8641,864,860-86999,800-99999,001-99999,,DISEASES AND INJURIES
84849,8484,848,840-84899,800-99999,001-99999,,DISEASES AND INJURIES
78902,7890,789,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
20220,2022,202,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
E8641,E864,E860-E8699,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
9830,983,980-98999,800-99999,001-99999,,,DISEASES AND INJURIES
E8763,E876,E870-E8769,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
0846,084,080-08899,001-13999,001-99999,,,DISEASES AND INJURIES
0639,063,06,06-0799,00-9999,,,PROCEDURES
6711,671,67,65-7199,00-9999,,,PROCEDURES
E8355,E835,E830-E8389,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
7763,776,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
7921,792,79,76-8499,00-9999,,,PROCEDURES
7424,742,740-75999,001-99999,,,,DISEASES AND INJURIES
63480,6348,634,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
36107,3610,361,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
36105,3610,361,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
63690,6369,636,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
7537,753,740-75999,001-99999,,,,DISEASES AND INJURIES
30503,3050,305,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
V0970,V097,V09,V07-V0999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
64513,6451,645,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
63692,6369,636,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
71875,7187,718,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
84209,8420,842,840-84899,800-99999,001-99999,,DISEASES AND INJURIES
V732,V73,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
7917,791,790-79699,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
6806,680,680-68699,680-70999,001-99999,,,DISEASES AND INJURIES
9075,907,90,87-9999,00-9999,,,PROCEDURES
64191,6419,641,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
E9879,E987,E980-E9899,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
80637,8063,806,805-80999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
01393,0139,013,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
2191,219,21,21-2999,00-9999,,,PROCEDURES
80639,8063,806,805-80999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
V1522,V152,V15,V10-V1999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
66053,6605,660,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
20532,2053,205,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
80145,8014,801,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
01092,0109,010,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
01090,0109,010,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
V4581,V458,V45,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V4583,V458,V45,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
59581,5958,595,590-59999,580-62999,001-99999,,DISEASES AND INJURIES
3080,308,300-31699,290-31999,001-99999,,,DISEASES AND INJURIES
6121,612,610-61299,580-62999,001-99999,,,DISEASES AND INJURIES
05310,0531,053,050-05999,001-13999,001-99999,,DISEASES AND INJURIES
5672,567,56,55-5999,00-9999,,,PROCEDURES
53530,5353,535,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
30482,3048,304,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
7455,745,740-75999,001-99999,,,,DISEASES AND INJURIES
0159,015,01,01-0599,00-9999,,,PROCEDURES
77017,7701,770,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
2271,227,22,21-2999,00-9999,,,PROCEDURES
3141,314,300-31699,290-31999,001-99999,,,DISEASES AND INJURIES
8724,872,87,87-9999,00-9999,,,PROCEDURES
9736,973,97,87-9999,00-9999,,,PROCEDURES
2779,277,270-27999,240-27999,001-99999,,,DISEASES AND INJURIES
74356,7435,743,740-75999,001-99999,,,DISEASES AND INJURIES
7766,776,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
9894,989,980-98999,800-99999,001-99999,,,DISEASES AND INJURIES
9991,999,99,87-9999,00-9999,,,PROCEDURES
90221,9022,902,900-90499,800-99999,001-99999,,DISEASES AND INJURIES
9696,969,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
0538,053,050-05999,001-13999,001-99999,,,DISEASES AND INJURIES
99732,9973,997,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
8851,885,880-88799,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
94359,9435,943,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
2551,255,25,21-2999,00-9999,,,PROCEDURES
E0042,E004,E001-E0309,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
63742,6374,637,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
E0044,E004,E001-E0309,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
4132,413,41,40-4199,00-9999,,,PROCEDURES
5273,527,520-52999,520-57999,001-99999,,,DISEASES AND INJURIES
80003,8000,800,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
7533,753,75,72-7599,00-9999,,,PROCEDURES
20600,2060,206,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
7731,773,77,76-8499,00-9999,,,PROCEDURES
20264,2026,202,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
1623,162,160-16599,140-23999,001-99999,,,DISEASES AND INJURIES
20266,2026,202,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
2202,220,22,21-2999,00-9999,,,PROCEDURES
9538,953,950-95799,800-99999,001-99999,,,DISEASES AND INJURIES
2122,212,21,21-2999,00-9999,,,PROCEDURES
01891,0189,018,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
5909,590,590-59999,580-62999,001-99999,,,DISEASES AND INJURIES
9096,909,90,87-9999,00-9999,,,PROCEDURES
53784,5378,537,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
0084,008,00-0099,00-9999,,,,PROCEDURES
99522,9952,995,990-99599,800-99999,001-99999,,DISEASES AND INJURIES
65510,6551,655,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
99520,9952,995,990-99599,800-99999,001-99999,,DISEASES AND INJURIES
1510,151,150-15999,140-23999,001-99999,,,DISEASES AND INJURIES
5787,578,57,55-5999,00-9999,,,PROCEDURES
4911,491,490-49699,460-51999,001-99999,,,DISEASES AND INJURIES
8839,883,88,87-9999,00-9999,,,PROCEDURES
72401,7240,724,720-72499,710-73999,001-99999,,DISEASES AND INJURIES
7575,757,740-75999,001-99999,,,,DISEASES AND INJURIES
2929,292,290-29499,290-29999,290-31999,001-99999,,DISEASES AND INJURIES
9161,916,910-91999,800-99999,001-99999,,,DISEASES AND INJURIES
561,56,55-5999,00-9999,,,,PROCEDURES
75460,7546,754,740-75999,001-99999,,,DISEASES AND INJURIES
20382,2038,203,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
04119,0411,041,030-04199,001-13999,001-99999,,DISEASES AND INJURIES
8799,879,870-87999,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
78946,7894,789,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
95207,9520,952,950-95799,800-99999,001-99999,,DISEASES AND INJURIES
V8533,V853,V85,V85-V8599,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
94811,9481,948,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
1176,117,11,08-1699,00-9999,,,PROCEDURES
9117,911,910-91999,800-99999,001-99999,,,DISEASES AND INJURIES
29532,2953,295,295-29999,290-29999,290-31999,001-99999,DISEASES AND INJURIES
20912,2091,209,209-20999,140-23999,001-99999,,DISEASES AND INJURIES
80315,8031,803,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
80313,8031,803,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
1179,117,11,08-1699,00-9999,,,PROCEDURES
7965,796,79,76-8499,00-9999,,,PROCEDURES
V4961,V496,V49,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
67681,6768,676,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
1513,151,150-15999,140-23999,001-99999,,,DISEASES AND INJURIES
36305,3630,363,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
0741,074,070-07999,001-13999,001-99999,,,DISEASES AND INJURIES
25951,2595,259,249-25999,240-27999,001-99999,,DISEASES AND INJURIES
9546,954,95,87-9999,00-9999,,,PROCEDURES
44023,4402,440,440-44999,390-45999,001-99999,,DISEASES AND INJURIES
V6282,V628,V62,V60-V6999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
7536,753,75,72-7599,00-9999,,,PROCEDURES
E8431,E843,E840-E8459,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
7383,738,730-73999,710-73999,001-99999,,,DISEASES AND INJURIES
66223,6622,662,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
66221,6622,662,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
36004,3600,360,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
53300,5330,533,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
8883,888,88,87-9999,00-9999,,,PROCEDURES
36423,3642,364,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
92619,9261,926,925-92999,800-99999,001-99999,,DISEASES AND INJURIES
36421,3642,364,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
34653,3465,346,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
5563,556,555-55899,520-57999,001-99999,,,DISEASES AND INJURIES
0774,077,070-07999,001-13999,001-99999,,,DISEASES AND INJURIES
36633,3663,366,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
V4321,V432,V43,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
1744,174,17,17-1799,00-9999,,,PROCEDURES
37553,3755,375,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
32726,3272,327,327-32799,320-38999,001-99999,,DISEASES AND INJURIES
V770,V77,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
8430,843,840-84899,800-99999,001-99999,,,DISEASES AND INJURIES
76504,7650,765,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
37763,3776,377,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
25010,2501,250,249-25999,240-27999,001-99999,,DISEASES AND INJURIES
4801,480,480-48899,460-51999,001-99999,,,DISEASES AND INJURIES
E9306,E930,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
696,69,65-7199,00-9999,,,,PROCEDURES
01773,0177,017,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
0631,063,060-06699,001-13999,001-99999,,,DISEASES AND INJURIES
25040,2504,250,249-25999,240-27999,001-99999,,DISEASES AND INJURIES
71164,7116,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
38600,3860,386,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
640,64,60-6499,00-9999,,,,PROCEDURES
94210,9421,942,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
T086,T085,T082,T078,T077,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
7937,793,790-79699,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
3922,392,39,35-3999,00-9999,,,PROCEDURES
65123,6512,651,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
632,63,60-6499,00-9999,,,,PROCEDURES
65121,6512,651,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
V752,V75,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
1318,131,130-13699,001-13999,001-99999,,,DISEASES AND INJURIES
20001,2000,200,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
4260,426,420-42999,390-45999,001-99999,,,DISEASES AND INJURIES
2872,287,280-28999,001-99999,,,,DISEASES AND INJURIES
01593,0159,015,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
V773,V77,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
63560,6356,635,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
65540,6554,655,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
2262,226,22,21-2999,00-9999,,,PROCEDURES
37132,3713,371,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
E8841,E884,E880-E8889,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
85236,8523,852,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
3472,347,34,30-3499,00-9999,,,PROCEDURES
0071,007,00-0099,00-9999,,,,PROCEDURES
71280,7128,712,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
9711,971,97,87-9999,00-9999,,,PROCEDURES
84840,8484,848,840-84899,800-99999,001-99999,,DISEASES AND INJURIES
63772,6377,637,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
1629,162,16,08-1699,00-9999,,,PROCEDURES
E8612,E861,E860-E8699,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
0320,032,030-04199,001-13999,001-99999,,,DISEASES AND INJURIES
5368,536,530-53999,520-57999,001-99999,,,DISEASES AND INJURIES
34683,3468,346,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
6080,608,600-60899,580-62999,001-99999,,,DISEASES AND INJURIES
5409,540,540-54399,520-57999,001-99999,,,DISEASES AND INJURIES
1769,176,17,17-1799,00-9999,,,PROCEDURES
6942,694,690-69899,680-70999,001-99999,,,DISEASES AND INJURIES
E8403,E840,E840-E8459,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
78869,7886,788,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
E9521,E952,E950-E9599,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
0323,032,030-04199,001-13999,001-99999,,,DISEASES AND INJURIES
6963,696,690-69899,680-70999,001-99999,,,DISEASES AND INJURIES
71686,7168,716,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
33371,3337,333,330-33799,320-38999,001-99999,,DISEASES AND INJURIES
01174,0117,011,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
01172,0117,011,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
2051,205,20,18-2099,00-9999,,,PROCEDURES
20311,2031,203,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
52512,5251,525,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
09487,0948,094,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
V444,V44,V40-V4999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
52510,5251,525,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
99655,9965,996,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
3807,380,38,35-3999,00-9999,,,PROCEDURES
01505,0150,015,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
V4362,V436,V43,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
67082,6708,670,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
5023,502,50,42-5499,00-9999,,,PROCEDURES
67080,6708,670,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
71810,7181,718,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
36034,3603,360,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
